2019-01-11T00:00:00;9,18
2019-01-11T00:00:05;9,18
2019-01-11T00:00:10;9,17
2019-01-11T00:00:15;9,17
2019-01-11T00:00:20;9,17
2019-01-11T00:00:25;9,16
2019-01-11T00:00:30;9,16
2019-01-11T00:00:35;9,15
2019-01-11T00:00:40;9,15
2019-01-11T00:00:45;9,14
2019-01-11T00:00:50;9,14
2019-01-11T00:00:55;9,13
2019-01-11T00:01:00;9,13
2019-01-11T00:01:05;9,13
2019-01-11T00:01:10;9,12
2019-01-11T00:01:15;9,12
2019-01-11T00:01:20;9,11
2019-01-11T00:01:25;9,11
2019-01-11T00:01:30;9,10
2019-01-11T00:01:35;9,10
2019-01-11T00:01:40;9,09
2019-01-11T00:01:45;9,09
2019-01-11T00:01:50;9,09
2019-01-11T00:01:55;9,08
2019-01-11T00:02:00;9,08
2019-01-11T00:02:05;9,07
2019-01-11T00:02:55;9,03
2019-01-11T00:03:00;9,02
2019-01-11T00:03:05;9,02
2019-01-11T00:03:10;9,02
2019-01-11T00:03:15;9,01
2019-01-11T00:03:20;9,01
2019-01-11T00:03:25;9,00
2019-01-11T00:03:30;9,00
2019-01-11T00:03:35;8,99
2019-01-11T00:03:40;8,99
2019-01-11T00:03:45;8,99
2019-01-11T00:03:50;8,98
2019-01-11T00:03:55;8,98
2019-01-11T00:04:00;8,97
2019-01-11T00:04:05;8,97
2019-01-11T00:04:10;8,96
2019-01-11T00:04:15;8,96
2019-01-11T00:04:20;8,96
2019-01-11T00:04:25;8,95
2019-01-11T00:04:30;8,95
2019-01-11T00:04:35;8,94
2019-01-11T00:04:40;8,94
2019-01-11T00:04:45;8,93
2019-01-11T00:04:50;8,93
2019-01-11T00:04:55;8,93
2019-01-11T00:05:00;8,92
2019-01-11T00:05:05;8,92
2019-01-11T00:05:10;8,91
2019-01-11T00:05:15;8,91
